id,label
11515,0.998772
2309,0.135978
11431,0.000080
4272,0.978764
4376,0.000229
7830,0.642182
492,0.014813
8620,0.962499
5538,0.000798
9460,0.497725
10334,0.012526
10265,0.005042
5154,0.018039
5264,0.999938
12387,0.000184
1873,0.618089
2138,0.026835
1336,0.001895
8846,0.986683
6600,0.999762
4131,0.951279
7648,0.999890
8423,0.000531
7377,0.000491
11956,0.934739
10508,0.001049
3588,0.935749
3093,0.002825
434,0.082540
8994,0.000511
7145,0.000227
471,0.000163
8550,0.037682
9263,0.995696
6156,0.006958
1624,0.000179
9723,0.993874
50,0.003143
834,0.998173
11570,0.013816
6010,0.845730
3341,0.001246
8463,0.999990
9818,0.987916
5468,0.999451
5432,0.999799
9039,0.462782
9952,0.002365
7554,0.999969
2674,0.000675
153,0.000075
11643,0.131412
1859,0.998285
109,0.946777
651,0.945569
8545,0.999875
7953,0.015522
779,0.999994
2508,0.000874
9583,0.992145
9609,0.002411
1406,0.000136
1495,0.954220
2616,0.998950
7066,0.997240
7569,0.710342
8069,0.014042
7815,0.706907
2538,0.001059
2305,0.984041
3686,0.000138
12346,0.005307
11121,0.001163
6460,0.999428
11790,0.995155
11992,0.102268
10301,0.000087
4106,0.000455
8126,0.999964
4669,0.993378
4746,0.956995
436,0.110162
6965,0.000225
8055,0.037906
7103,0.000344
9892,0.000067
4660,0.000381
11696,0.995333
2414,0.000335
7124,0.000037
6770,0.000091
10931,0.002729
6380,0.002124
7063,0.000037
1083,0.998999
5556,0.000247
1843,0.013470
2223,0.873904
9852,0.912778
7751,0.315193
8822,0.774002
7084,0.000047
5643,0.000076
5295,0.006527
6076,0.000019
6343,0.001478
2156,0.019460
10817,0.000539
10345,0.915550
5098,0.998756
1153,0.000025
189,0.001630
4618,0.923705
7010,0.908308
7977,0.999525
6020,0.998491
7246,0.997573
6093,0.998632
4323,0.011742
3626,0.999605
4516,0.997831
10645,1.000000
10412,0.000332
9769,0.988555
10223,0.000172
2402,0.983844
3892,0.000222
9355,0.001003
4708,0.862242
3566,0.000257
5339,0.999917
597,0.984001
2503,0.000938
9565,0.999065
2052,0.832664
8829,0.373465
4422,0.998300
6898,0.023895
11084,0.301163
3380,0.999575
1059,0.999975
8543,0.999862
8430,0.988505
7224,0.000041
728,0.000335
4427,0.997967
12082,0.058487
2620,0.000078
3215,0.996735
927,0.000299
9273,0.956991
8283,0.942830
10124,0.999928
8140,0.998977
6177,0.999998
8066,0.000755
7578,0.234355
631,0.999602
2056,0.998926
4029,0.000130
6712,0.998166
10952,0.985358
6526,0.996937
10350,0.984860
4321,0.989211
12121,0.000175
5899,0.000069
12260,0.866888
6891,0.000318
4579,0.004937
12312,0.002376
7507,0.000769
7651,0.003951
12018,0.000207
169,0.000314
6412,0.045505
7386,0.007563
8843,0.983063
10901,0.000451
8840,0.000078
7127,0.998372
7861,0.066397
3339,0.970748
3815,0.000183
1504,0.008711
8459,0.003452
10796,0.003565
4167,0.000672
634,0.000254
8717,0.000050
8962,0.000014
7430,0.948068
3998,0.362333
11940,0.925694
3550,0.751894
5056,0.997509
8313,0.000416
11837,0.096831
8304,0.997800
5464,0.999589
3197,0.002479
2259,0.734483
9587,0.000394
5812,0.037969
151,0.319971
7599,0.624122
3248,0.974327
11721,0.000084
7678,0.999799
8827,0.999285
1401,0.999918
4988,0.997953
4592,0.003860
7479,0.999885
5037,0.002798
897,0.001374
3201,0.080478
3515,0.999917
8320,0.000672
1840,0.999670
5349,0.999865
9561,0.053215
3405,0.001078
7644,0.833255
227,0.997123
10873,0.000228
10203,0.988614
994,0.000169
10516,0.986639
7880,0.999938
2689,0.999826
928,0.000741
2473,0.001626
9432,0.001590
3544,0.938788
11450,0.001920
642,0.002151
9188,0.999884
2763,0.999394
7416,0.022076
9690,0.999839
1253,0.870454
4036,0.962060
5695,0.022334
1707,0.000188
9301,0.000163
5663,0.000120
4756,0.806999
4640,0.994615
8267,0.999355
8493,0.000116
2395,0.000074
7671,0.995048
6646,0.993338
10754,0.000215
4701,0.000706
8490,0.002903
6057,0.002359
9877,0.000708
7288,0.000247
11233,0.001666
4069,0.999603
1479,0.064463
1763,0.000284
4134,0.000018
6706,0.077236
9213,0.001511
9577,0.998511
4023,0.999844
1887,0.003878
10479,0.748098
1467,0.003668
6795,0.000102
2225,0.105770
9343,0.995722
10051,0.000216
10196,0.990774
10344,0.418747
219,0.962819
2614,0.938608
1761,0.990313
12078,0.009263
10493,0.000331
3521,0.225596
6579,0.003130
5703,0.998559
6932,0.171419
12081,0.001195
3057,0.998249
2662,0.003393
1824,0.000093
11487,0.999534
12382,0.998487
9058,0.029060
11273,0.976533
1124,0.009582
443,0.976960
11385,0.997224
4535,0.931064
10031,0.000131
12284,0.995331
8910,0.000006
7824,0.000457
2492,0.000018
4174,0.939931
4665,0.999870
1601,0.000177
7301,0.000051
4078,0.002578
981,0.999976
9177,0.955211
9698,0.957090
4956,0.008604
5099,0.000511
8167,0.002222
6281,0.998456
5088,0.000313
858,0.885938
11819,0.000203
672,0.000257
4307,0.995192
9974,0.000052
9747,0.999638
2688,0.000338
7375,0.997567
12420,0.000716
3749,0.999010
3653,0.998219
10569,0.997832
11136,0.007913
8108,0.998484
5689,0.999063
1872,0.999348
11878,0.998954
1809,0.998612
6080,0.998140
5493,0.999917
2306,0.999512
4068,0.000029
8534,0.997187
9980,0.000143
5185,0.005530
2165,0.005832
10630,0.000978
1034,0.997133
11707,0.896282
9422,0.001471
11254,0.993276
10151,0.000828
4160,0.000456
5787,0.596449
8063,0.001235
5456,0.001127
91,0.005577
10540,0.976729
11832,0.787551
5385,0.991477
5459,0.931946
11669,0.999956
5331,0.995348
11249,0.999015
11260,0.000820
7849,0.875531
6401,0.000231
9094,0.000385
22,0.000364
4159,0.000248
11068,0.006182
10854,0.990665
496,0.998141
3192,0.826643
8184,0.006115
11607,0.008992
7056,0.000003
3585,0.999965
5749,0.011890
9670,0.003603
2217,0.998943
5428,0.986460
12360,0.992580
5449,0.998092
9404,0.000148
9185,0.998137
6748,0.001140
6506,0.999679
1913,0.000240
5395,0.996954
1382,0.999929
3418,0.000177
1619,0.999472
4004,0.000939
6353,0.000151
2983,0.000128
6388,0.319861
1132,0.004779
5683,0.000152
4493,0.004354
11204,0.988481
12254,0.999897
2988,0.999688
3628,0.001563
494,0.000036
1105,0.772305
9636,0.000062
1211,0.999286
7088,0.999466
57,0.999503
8958,0.999001
11537,0.091565
5431,0.628452
6882,0.244064
6509,0.001530
9994,0.000214
12226,0.996421
3518,0.000413
3773,0.047135
1140,0.001730
11854,0.000151
9681,0.890461
89,0.000118
9691,0.037748
9783,0.852785
5177,0.994357
8664,0.011611
3338,0.989654
6474,0.000054
6109,0.170934
11536,0.998400
2578,0.000023
1071,0.000517
3761,0.996749
9676,0.000143
7764,0.997306
8679,0.008529
8466,0.000022
4370,0.982718
4404,0.999738
5095,0.004239
282,0.999785
1640,0.999963
703,0.001603
4653,0.105940
5974,0.059454
7112,0.812627
5986,0.001815
6197,0.000028
12369,0.999546
7455,0.998606
8182,0.941736
7434,0.048877
6528,0.001290
8117,0.544979
9610,0.000087
4949,0.000277
3730,0.027425
6077,0.000661
3827,0.992382
3943,0.999676
8651,0.999739
5110,0.000033
2228,0.925680
5622,0.000038
7766,0.997510
12222,0.991787
10586,0.000403
2540,0.001441
4028,0.002684
11753,0.994034
950,0.593765
11222,0.998188
11941,0.999934
727,0.960895
10888,0.999967
7497,0.000009
10022,0.962434
10037,0.007291
10813,0.000960
4072,0.999912
11736,0.000496
10059,0.090160
10977,0.006303
10261,0.999553
639,0.002606
10859,0.964391
8854,0.000499
9258,0.282733
7956,0.999965
12072,0.008454
11420,0.798707
5352,0.002714
8640,0.000012
11834,0.111789
12232,0.673412
4487,0.000052
4864,0.002875
11156,0.000258
2518,0.998058
3255,0.000579
1734,0.002075
10428,0.146581
2501,0.000198
12134,0.064569
7663,0.999982
7333,0.000183
5768,0.988808
9932,0.921420
3169,0.000266
5687,0.001741
5753,0.001080
9760,0.009809
1318,0.998065
1996,0.999823
7714,0.000072
8927,0.999290
7844,0.000877
5691,0.998901
5017,0.785605
6257,0.963685
7897,0.005083
12135,0.000736
9539,0.998333
4013,0.000283
10272,0.019654
11565,0.001249
7544,0.998097
2833,0.998672
10168,0.240923
11595,0.000057
2322,0.999944
11194,0.743633
11950,0.000117
7366,0.072797
6292,0.291794
3791,0.001650
10917,0.005224
10457,0.003920
793,0.793879
6521,0.000006
3202,0.000049
6242,0.986788
9184,0.996349
6492,0.986640
4253,0.002202
8114,0.999212
11827,0.998193
5950,0.002471
3024,0.999998
8160,0.992261
4026,0.978876
8129,0.000123
11030,0.999945
10146,0.998311
1618,0.000226
11928,0.999559
10083,0.000391
9623,0.000193
6933,0.000088
10776,0.002234
2524,0.009101
2844,0.998807
4897,0.653455
5321,0.000096
6287,0.997005
5808,0.998303
8342,0.997146
7513,0.005009
7938,0.994924
125,0.001828
12253,0.791023
5738,0.993340
3230,0.000306
2740,0.987651
3965,0.975417
3002,0.853119
8638,0.992833
3901,0.000030
4561,0.000172
12391,0.919451
3592,0.672897
305,0.000451
12054,0.918505
12125,0.075480
3974,0.953718
5275,0.000064
6625,0.570725
9176,0.001526
11491,0.000142
7238,0.102285
1359,0.052036
3131,0.001332
6318,0.999591
4318,0.000092
620,0.968015
5329,0.000613
11564,0.000152
3667,0.000361
4406,0.943488
7908,0.554505
473,0.870990
3614,0.004173
3382,0.000373
4016,0.005306
12097,0.000288
10815,0.761524
11806,0.999824
8078,0.999954
12317,0.005125
5516,0.836406
8354,0.000607
2791,0.993618
7204,0.000372
8471,0.000064
9346,0.995338
5447,0.986204
1138,0.000024
12489,0.652765
5161,0.000167
6204,0.000850
1114,0.999333
5483,0.000064
1875,0.005841
6566,0.906571
9789,0.702048
707,0.999750
3714,0.982939
11811,0.000199
4310,0.002848
6532,0.999914
6738,0.999946
3171,0.000055
6003,0.000247
9907,0.000397
2139,0.000055
9105,0.887825
10264,0.000084
640,0.000251
9317,0.000066
477,0.000551
5786,0.000060
5627,0.000694
657,0.999739
7480,0.023896
10894,0.001748
1793,0.001540
1725,0.998303
10855,0.989159
4849,0.974178
3310,0.998204
12449,0.000610
6499,0.999960
4582,0.001272
1605,0.541887
7821,0.000539
4498,0.838073
3318,0.000523
500,0.001495
4855,0.000971
8172,0.000453
9627,0.000195
11886,0.066763
11904,0.959539
589,0.000426
1386,0.937639
11795,0.997010
11114,0.994922
2260,0.999298
9545,0.004402
214,0.740629
4852,0.971591
7679,0.000481
11359,0.002448
5248,0.001595
4873,0.998961
5789,0.999520
3670,0.000532
9137,0.000579
4279,0.000442
444,0.004178
8395,0.981290
11406,0.999815
1422,0.017881
3635,0.000010
4953,0.995668
8902,0.152316
6150,0.000216
7292,0.000165
4912,0.992342
9271,0.000673
9850,0.997366
11201,0.999156
10510,0.002939
4316,0.978212
5910,0.003930
2265,0.005026
4760,0.012324
1471,0.998667
11544,0.000116
407,0.001086
5486,0.000287
8024,0.980665
1368,0.000672
9257,0.001975
7560,0.092584
11641,0.000038
7733,0.000154
9905,0.000799
3846,0.012605
11390,0.000069
3443,0.009702
7294,0.999901
7226,0.988495
11495,0.000873
7851,0.001549
11692,0.000015
7778,0.002035
11868,0.001399
2030,0.003968
1202,0.006809
11946,0.984833
320,0.001433
6802,0.999983
11848,0.000200
6805,0.024704
9055,0.870582
12407,0.981838
9084,0.999073
10943,0.052771
4547,0.184661
6233,0.000183
2985,0.000058
8324,0.965812
7035,0.096337
11857,0.000039
10810,0.029348
121,0.004371
8773,0.000152
5398,0.000076
11237,0.995858
11152,0.999984
10434,0.991406
2521,0.508354
5644,0.767398
10020,0.024250
7872,0.032126
5670,0.897073
10213,0.569314
5054,0.000051
982,0.580547
10718,0.004649
10386,0.000052
6680,0.000629
7540,0.001723
12228,0.999208
5531,0.905505
6408,0.001549
4824,0.910956
10881,0.999410
11344,0.988806
2953,0.000396
1181,0.326472
415,0.981479
7264,0.941689
12089,0.057480
3164,0.000081
1058,0.989066
7143,0.999239
11239,0.906153
6387,0.984690
3598,0.239526
1515,0.051974
4799,0.992778
2272,0.995356
1394,0.000046
1844,0.000590
5451,0.791185
10935,0.998134
12014,0.965414
3446,0.995676
1258,0.000551
1961,0.010854
1783,0.000251
10055,0.001097
4263,0.000744
6371,0.000028
8809,0.991175
4407,0.995560
6990,0.000139
11027,0.991633
8027,0.996139
10179,0.987917
10332,0.999982
5679,0.000011
6702,0.002129
5060,0.998244
4246,0.327120
12225,0.044409
11367,0.000219
11747,0.000067
1293,0.000215
8343,0.999197
10181,0.998951
7059,0.999261
7129,0.007322
2977,0.001966
3503,0.002063
7396,0.000409
12384,0.000536
6900,0.000121
3606,0.998994
5938,0.924615
10741,0.054524
7493,0.998136
38,0.000977
12172,0.999827
381,0.971181
416,0.000024
10887,0.000061
8124,0.009952
6405,0.000049
3312,0.967371
2825,0.010317
8492,0.000138
6840,0.999469
6181,0.002463
2483,0.827642
6232,0.031827
11139,0.501823
1971,0.000015
9392,0.000881
11601,0.871244
12462,0.000214
652,0.999537
5025,0.001082
5726,0.000017
11492,0.000980
6342,0.209984
4995,0.000049
3413,0.972235
3860,0.642077
5140,0.003362
8899,0.000843
1118,0.000030
27,0.998406
4489,0.000569
11137,0.010758
11881,0.980287
8539,0.999962
2848,0.000425
4908,0.768276
1142,0.000333
7734,0.972071
10956,0.005556
5128,0.997348
3186,0.004372
9362,0.999119
8548,0.977686
2964,0.999861
3249,0.002706
10374,0.993176
8835,0.999522
10079,0.000048
2968,0.000010
5943,0.662462
5426,0.998914
1264,0.000017
3976,0.000204
4163,0.002098
2643,0.991289
6934,0.998084
2637,0.029513
49,0.999947
11815,0.486147
3425,0.999757
1628,0.424438
7180,0.999655
10660,0.000122
10760,0.001969
9459,0.004720
9282,0.999972
3842,0.013737
924,0.000506
2354,0.000050
2723,0.000749
4811,0.016373
2368,0.999952
4539,0.998277
12246,0.999147
2233,0.000107
4357,0.927881
4557,0.002078
5113,0.208086
1991,0.999874
6087,0.996221
9826,0.003702
4485,0.000042
1163,0.004553
5972,0.957352
7485,0.000381
5218,0.981203
3494,0.989457
630,0.999980
11592,0.000013
4211,0.005072
8526,0.000557
8570,0.000313
7662,0.999974
6786,0.731390
5481,0.998737
3011,0.990910
6096,0.000366
1698,0.000634
8988,0.360076
4079,0.000911
3646,0.999582
8221,0.951351
5567,0.999765
8252,0.003865
11947,0.000034
4712,0.000101
875,0.000304
7391,0.002397
514,0.002517
6436,0.999652
2681,0.000597
10483,0.010469
5989,0.999411
4317,0.997959
1078,0.000879
7438,0.000162
8289,0.002923
171,0.000453
9752,0.000124
256,0.003426
2951,0.828620
8862,0.999234
11255,0.468812
10700,0.000237
6243,0.000033
2967,0.000441
8364,0.994676
9672,0.000113
4784,0.998918
1354,0.000741
7087,0.002010
5365,0.002366
12044,0.000691
6378,0.047593
6583,0.967454
6809,0.983590
2920,0.002346
9443,0.999348
1237,0.996954
7923,0.003967
6928,0.994222
4837,0.000201
11217,0.896013
1407,0.000917
12200,0.999878
3527,0.999167
6986,0.999973
7202,0.000076
8029,0.003682
1889,0.001108
5076,0.000258
8306,0.997708
2799,0.003926
1825,0.995852
7260,0.966138
9717,0.000256
3722,0.962691
5471,0.050513
2175,0.988356
7081,0.693049
8662,0.000027
8061,0.994403
4996,0.999982
10171,0.000240
5524,0.999982
1199,0.000340
2914,0.001019
7650,0.000023
9642,0.001559
5318,0.999891
10367,0.792941
5013,0.003578
7917,0.002926
1173,0.998043
9652,0.560909
10497,0.730659
2575,0.076062
69,0.998452
5721,0.000202
12183,0.105956
4224,0.855267
942,0.000160
9069,0.907389
3726,0.000711
10106,0.000383
1001,0.000069
7576,0.001174
1585,0.000045
10027,0.999765
10342,0.999519
11125,0.169468
4993,0.955464
3728,0.000688
2814,0.000070
126,0.001700
2558,0.000002
5900,0.000203
7704,0.985499
3441,0.986825
4275,0.012911
388,0.000304
2453,0.000312
876,0.999829
10411,0.000044
7657,0.000225
3552,0.993256
1886,0.509666
10624,0.000024
8729,0.990348
11108,0.000354
2664,0.992607
3831,0.000029
8737,0.000130
4038,0.000171
10904,0.999191
4228,0.000041
8633,0.907525
12126,0.900873
10108,0.950987
2607,0.004049
9544,0.298680
1233,0.000502
9630,0.997396
8329,0.000661
4980,0.994487
3211,0.000291
11677,0.997840
11221,0.049707
1456,0.000482
5845,0.869975
7370,0.977915
236,0.987066
5000,0.999138
5116,0.827959
1669,0.998847
9595,0.000331
10111,0.002319
5566,0.000054
7983,0.000095
279,0.000076
2655,0.000116
3320,0.000351
2412,0.996478
6050,0.000653
6018,0.007726
11016,0.981456
10528,0.000118
8235,0.000964
12445,0.003785
8769,0.016501
8634,0.997750
9260,0.959368
11524,0.003920
3370,0.000256
5130,0.999862
11987,0.939861
3488,0.832419
2783,0.000074
7508,0.010605
12076,0.945103
8628,0.991374
2224,0.001209
6734,0.988433
6196,0.023681
4438,0.001537
10604,0.001836
9288,0.000181
9814,0.475794
10292,0.000517
6332,0.990731
2829,0.026813
62,0.813011
11785,0.985565
6102,0.001957
9322,0.217213
11617,0.999539
6793,0.002443
11081,0.923752
9090,0.000042
4985,0.017689
7927,0.887526
11442,0.999729
10774,0.001597
5334,0.000057
6642,0.000179
7640,0.000044
1798,0.069181
4709,0.631017
6739,0.000218
8844,0.000599
9866,0.864846
426,0.000653
722,0.000795
9786,0.915535
9217,0.990091
7905,0.000303
9822,0.448830
10678,0.005657
12497,0.001849
10007,0.000294
9586,0.009452
12158,0.978706
3870,0.004072
5301,0.927038
8791,0.989551
10713,0.035610
3925,0.964006
1172,0.999162
7051,0.993145
10652,0.000030
1411,0.979573
4722,0.000079
4806,0.001405
4580,0.087927
11080,0.999881
6912,0.999534
8782,0.072061
1290,0.999472
141,0.000186
8044,0.070757
5860,0.987066
3939,0.870856
119,0.986448
5419,0.138736
7016,0.001654
404,0.000125
7163,0.001241
11230,0.938802
5009,0.000707
4499,0.818577
5803,0.000046
3332,0.002024
7211,0.000085
9033,0.000224
1020,0.000171
1972,0.074434
12294,0.999267
9369,0.999629
11272,0.998838
5686,0.000089
10220,0.997689
7503,0.993907
12415,0.000370
8483,0.999912
5551,0.997750
5155,0.999964
7667,0.985082
4938,0.988743
152,0.002082
7536,0.999634
10724,0.999243
1490,0.916045
953,0.987584
11312,0.999670
11981,0.001182
354,0.907143
9192,0.000292
3086,0.546259
4572,0.000595
2522,0.001057
2050,0.999934
1070,0.999998
3790,0.003071
2442,0.999262
11291,0.000421
10262,0.985418
11338,0.002404
12234,0.352120
4193,0.280565
1491,0.000018
11702,0.000068
8241,0.000312
737,0.000137
4969,0.998903
6176,0.997528
10991,0.001113
2121,0.696476
8363,0.001667
4147,0.000909
11954,0.999989
6049,0.994340
3904,0.998638
5769,0.000008
12193,0.000139
9677,0.999909
225,0.986234
428,0.000568
8875,0.000148
3038,0.999799
11512,0.934655
5806,0.000154
4738,0.609960
3396,0.889300
1739,0.977395
4955,0.998935
9423,0.001179
5369,0.988786
3936,0.000266
503,0.999847
2939,0.990443
10161,0.000451
12327,0.001915
1860,0.941422
4769,0.000007
4142,0.999710
2091,0.931193
10286,0.000248
934,0.872108
12045,0.002018
575,0.000152
2189,0.999950
1326,0.045465
7775,0.999726
7002,0.998620
541,0.000005
10422,0.889311
1838,0.999434
5958,0.887497
10337,0.005222
4874,0.118819
11138,0.987027
2479,0.000074
1583,0.143594
9219,0.000003
8407,0.999214
359,0.000084
11959,0.008725
3768,0.338099
921,0.000032
1361,0.000095
4593,0.995479
2557,0.003401
6788,0.000069
5604,0.228384
3222,0.605637
3823,0.360864
7771,0.002464
3121,0.001101
1452,0.941752
11013,0.987859
1412,0.000282
9086,0.998312
9043,0.000297
5550,0.701778
5416,0.001970
10252,0.000489
3402,0.000345
5231,0.999451
2124,0.819378
2623,0.000252
3350,0.000637
9775,0.998987
12038,0.998895
2839,0.234554
5642,0.998456
4014,0.000603
5944,0.948784
1481,0.997629
9624,0.999978
11197,0.000203
10296,0.000192
10725,0.996792
11870,0.939409
2466,0.892759
4488,0.001474
1178,0.000155
3378,0.997883
9796,0.000162
6384,0.997509
7435,0.999576
6560,0.623994
5312,0.000188
10377,0.000341
9915,0.000211
9041,0.000208
3713,0.958422
11422,0.993179
917,0.000060
1433,0.946702
6615,0.978097
3651,0.397545
9329,0.015926
8684,0.000246
7602,0.000889
439,0.960293
5533,0.001510
8524,0.004955
9388,0.996035
10394,0.000493
10017,0.000127
10601,0.389691
2098,0.758480
7559,0.889311
1964,0.040091
2526,0.001983
8403,0.889125
7064,0.000792
9234,0.305157
7173,0.000004
12492,0.990828
6512,0.582023
3287,0.826996
648,0.000141
10110,0.982592
10680,0.878559
11841,0.999956
988,0.000605
2062,0.999626
7777,0.000081
6542,0.996387
12117,0.998004
7519,0.997693
704,0.002156
11504,0.000040
10390,0.999893
10891,0.000661
1111,0.000633
5112,0.000056
11475,0.000597
3839,0.003270
9972,0.000495
7417,0.873956
10436,0.988474
6731,0.962025
5620,0.999607
12390,0.000459
8725,0.964716
9211,0.001306
8336,0.000053
6417,0.001382
2387,0.008839
9816,0.997344
12195,0.000655
4203,0.999623
798,0.999163
11680,0.004754
5741,0.000708
7389,0.001541
2656,0.995153
2459,0.998485
5586,0.966733
7903,0.973715
8307,0.000382
85,0.996682
7142,0.998087
8792,0.999913
321,0.000913
6937,0.006813
7157,0.024602
8095,0.527801
10478,0.997932
11017,0.001147
9252,0.000267
12351,0.002638
11199,0.000094
3060,0.901157
9953,0.006754
7208,0.000906
4673,0.068198
3096,0.702505
6504,0.077166
10585,0.001800
535,0.000566
1006,0.999991
5933,0.156503
3611,0.000210
9042,0.002683
12114,0.999959
9142,0.070788
3092,0.974314
12458,0.950150
2965,0.000770
1056,0.969419
11044,0.999499
5957,0.851049
11903,0.000170
717,0.001807
2601,0.820938
6944,0.999717
2941,0.001389
2543,0.995589
10797,0.006966
5226,0.996955
5969,0.999813
6769,0.001162
4100,0.000045
